Date,Open,High,Low,Close,Adj Close,Volume
1996-05-07,30.583332,31.666666,30.833332,31.400000,10.891312,45600
1996-05-08,31.400000,32.083332,31.416666,31.833332,11.041615,222000
1996-05-09,31.833332,32.250000,32.083332,32.250000,11.186136,2400
1996-05-10,30.416666,30.416666,30.000000,30.008333,10.408601,6000
1996-05-13,30.008333,29.583332,29.166666,29.166666,10.116663,2400
1996-05-14,29.166666,30.416666,29.500000,29.583332,10.261188,4800
1996-05-15,29.583332,31.245832,30.416666,30.791666,10.680305,126000
1996-05-16,30.791666,31.000000,30.004166,30.004166,10.407155,10800
1996-05-17,30.004166,30.416666,30.000000,30.075001,10.431727,9600
1996-05-20,30.075001,30.666666,29.750000,30.666666,10.636950,153600
1996-05-21,30.666666,30.625000,29.333332,30.500000,10.579138,284400
1996-05-22,30.500000,30.666666,30.166666,30.166666,10.463521,3600
1996-05-23,30.166666,30.208332,29.583332,30.075001,10.431727,44400
1996-05-24,30.075001,30.000000,29.583332,30.000000,10.405713,63600
1996-05-27,30.000000,29.833332,29.333332,29.333332,10.174472,8400
1996-05-28,27.916666,29.166666,27.916666,29.162500,10.115220,40800
1996-05-29,29.162500,29.162500,29.158333,29.162500,10.115220,2400
1996-05-30,29.162500,29.083332,29.083332,29.083332,10.087757,1200
1996-05-31,29.083332,28.666666,27.754166,28.641666,9.934566,66000
1996-06-03,28.641666,29.166666,28.333332,28.533333,9.896987,1070400
1996-06-04,28.533333,29.000000,27.583332,29.000000,10.058855,421200
1996-06-05,28.750000,28.791666,28.750000,28.791666,9.986593,1021200
1996-06-06,29.079166,29.166666,28.258333,29.083332,10.087757,872400
1996-06-07,29.833332,29.833332,29.833332,29.833332,10.347903,1200
1996-06-10,29.125000,29.125000,28.645832,28.645832,9.936007,54000
1996-06-11,28.587500,28.587500,27.583332,27.950001,9.694654,12000
1996-06-12,26.333332,27.916666,26.333332,27.916666,9.683095,2400
1996-06-13,27.916666,28.979166,27.916666,28.904165,10.025611,487200
1996-06-14,29.666666,30.250000,29.583332,29.583332,10.261188,38400
1996-06-17,30.000000,30.416666,29.170834,29.583332,10.261188,120000
1996-06-18,28.750000,29.458332,28.500000,29.445833,10.213494,372000
1996-06-19,29.000000,29.000000,28.583332,28.750000,9.972142,4800
1996-06-20,27.924999,28.333332,27.916666,28.333332,9.827618,4800
1996-06-21,28.662500,28.662500,27.916666,27.916666,9.683095,25200
1996-06-24,27.916666,29.000000,27.895832,28.495832,9.982316,63600
1996-06-25,28.083332,28.750000,27.500000,28.512501,9.988154,757200
1996-06-26,28.083332,29.250000,28.083332,28.916666,10.129735,145200
1996-06-27,28.687500,28.791666,28.566666,28.566666,10.007124,12000
1996-06-28,28.729166,28.750000,28.666666,28.666666,10.042158,10800
1996-07-01,27.500000,28.166666,27.500000,28.000000,9.808619,7200
1996-07-02,28.750000,28.750000,27.708332,27.708332,9.706445,464400
1996-07-03,28.750000,28.750000,28.000000,28.495832,9.982316,85200
1996-07-04,28.500000,28.500000,28.208332,28.208332,9.881598,12000
1996-07-05,28.083332,28.083332,27.958332,27.958332,9.794024,2400
1996-07-08,27.916666,28.166666,27.916666,28.166666,9.867004,7200
1996-07-09,28.004166,28.250000,28.004166,28.087500,9.839274,19200
1996-07-10,27.916666,28.020832,27.916666,27.966665,9.796943,16800
1996-07-11,27.966665,27.966665,27.966665,27.966665,9.796943,0
1996-07-12,27.854166,28.041666,27.850000,28.041666,9.823213,15600
1996-07-15,28.083332,28.083332,27.504166,27.504166,9.634926,9600
1996-07-16,27.254166,27.500000,27.083332,27.083332,9.487503,9600
1996-07-17,26.666666,27.083332,26.666666,27.083332,9.487503,3600
1996-07-18,26.258333,26.258333,25.916666,26.037500,9.121141,21600
1996-07-19,26.166666,26.291666,25.979166,26.270832,9.202874,24000
1996-07-22,26.250000,26.250000,26.250000,26.250000,9.195582,3600
1996-07-23,25.958332,26.166666,25.958332,26.166666,9.166389,9600
1996-07-24,28.500000,28.500000,25.833332,25.916666,9.078809,7200
1996-07-25,25.416666,25.833332,24.687500,25.000000,8.757697,332400
1996-07-26,25.341665,25.341665,24.174999,25.000000,8.757697,307200
1996-07-29,23.854166,23.854166,23.083332,23.416666,8.203042,9600
1996-07-30,22.166666,22.833332,21.083332,22.170834,7.766620,63600
1996-07-31,22.916666,23.750000,22.916666,23.658333,8.287700,4800
1996-08-01,24.970833,24.970833,24.250000,24.279165,8.505182,6000
1996-08-02,24.279165,24.279165,24.279165,24.279165,8.505182,0
1996-08-05,23.750000,23.750000,23.750000,23.750000,8.319812,2400
1996-08-06,23.333332,23.333332,22.250000,22.250000,7.794350,7200
1996-08-07,22.833332,23.000000,22.666666,23.000000,8.057078,6000
1996-08-08,22.916666,22.916666,22.791666,22.791666,7.984097,4800
1996-08-09,22.791666,22.791666,22.791666,22.791666,7.984097,4800
1996-08-12,22.908333,22.908333,22.591665,22.591665,7.914037,2400
1996-08-13,22.666666,23.750000,22.666666,23.166666,8.115463,21600
1996-08-14,23.750000,23.750000,22.916666,22.958332,8.042489,15600
1996-08-15,22.958332,22.958332,22.958332,22.958332,8.042489,0
1996-08-16,23.333332,23.333332,22.920834,22.920834,8.029347,16800
1996-08-19,22.916666,22.916666,22.500000,22.583332,7.911120,10800
1996-08-20,23.325001,23.325001,22.083332,22.583332,7.911120,20400
1996-08-21,23.750000,23.750000,22.500000,22.500000,7.881925,3600
1996-08-22,23.291666,23.750000,22.500000,22.666666,7.940313,152400
1996-08-23,23.666666,23.666666,22.583332,22.583332,7.911120,3600
1996-08-26,23.000000,23.662500,23.000000,23.250000,8.144658,158400
1996-08-27,23.620832,23.750000,23.166666,23.250000,8.144658,140400
1996-08-28,23.704166,24.579166,23.424999,23.541666,8.246829,46800
1996-08-29,24.375000,24.375000,23.333332,23.358334,8.182611,18000
1996-08-30,23.333332,23.333332,22.916666,23.287500,8.157792,13200
1996-09-02,23.000000,23.625000,22.666666,23.029165,8.067299,652800
1996-09-03,23.433332,23.433332,22.770832,23.162500,8.114009,36000
1996-09-04,23.666666,23.666666,22.750000,23.000000,8.057078,13200
1996-09-05,23.266666,23.333332,23.166666,23.279165,8.154875,49200
1996-09-06,23.516666,23.562500,23.041666,23.312500,8.166553,18000
1996-09-09,23.404165,23.404165,22.833332,22.883333,8.016212,19200
1996-09-10,22.833332,23.375000,22.750000,22.862499,8.008914,434400
1996-09-11,22.916666,22.916666,22.750000,22.750000,7.969504,3600
1996-09-12,22.916666,22.916666,22.504166,22.549999,7.899442,6000
1996-09-13,22.770832,22.770832,22.741667,22.745832,7.968043,7200
1996-09-16,23.541666,23.541666,22.583332,22.604166,7.918416,7200
1996-09-17,22.666666,22.666666,22.583332,22.583332,7.911120,7200
1996-09-18,22.833332,22.833332,22.666666,22.666666,7.940313,8400
1996-09-19,23.454166,23.454166,22.708332,22.708332,7.954906,9600
1996-09-20,22.958332,22.958332,22.500000,22.520832,7.889221,3600
1996-09-23,22.583332,23.000000,22.500000,22.704166,7.953446,1818000
1996-09-24,22.750000,23.000000,21.687500,21.687500,7.597301,3010800
1996-09-25,22.479166,22.979166,22.479166,22.975000,8.048325,153600
1996-09-26,23.079166,23.079166,22.666666,23.000000,8.057078,91200
1996-09-27,22.916666,23.333332,22.833332,23.333332,8.173848,296400
1996-09-30,23.191666,23.416666,23.166666,23.416666,8.203042,8400
1996-10-01,23.458332,24.250000,23.416666,24.054167,8.426361,307200
1996-10-02,24.054167,24.054167,24.054167,24.054167,8.426361,0
1996-10-03,23.583332,23.916666,23.583332,23.916666,8.378196,2400
1996-10-04,23.337500,23.354166,22.916666,22.916666,8.027887,8400
1996-10-07,22.083332,22.500000,21.670834,22.229166,7.787053,2418000
1996-10-08,21.916666,22.916666,21.916666,22.791666,7.984097,22800
1996-10-09,22.500000,22.916666,22.333332,22.916666,8.027887,9600
1996-10-10,23.283333,23.416666,23.245832,23.250000,8.144658,2762400
1996-10-11,23.958332,23.958332,23.000000,23.570833,8.257046,889200
1996-10-14,22.916666,23.166666,22.916666,23.041666,8.071676,2400
1996-10-15,22.799999,23.333332,22.666666,23.333332,8.173848,10800
1996-10-16,23.174999,23.174999,23.174999,23.174999,8.118382,1200
1996-10-17,22.916666,22.916666,22.916666,22.916666,8.027887,1200
1996-10-18,23.166666,23.666666,23.166666,23.166666,8.115463,2400
1996-10-21,23.166666,23.166666,23.166666,23.166666,8.115463,0
1996-10-22,23.416666,23.645832,23.416666,23.645832,8.283320,13200
1996-10-23,23.645832,23.645832,23.645832,23.645832,8.283320,0
1996-10-24,23.250000,23.250000,22.750000,22.995832,8.055619,16800
1996-10-25,22.500000,23.250000,22.500000,23.250000,8.144658,28800
1996-10-28,22.916666,24.333332,22.916666,23.379166,8.189907,11242800
1996-10-29,23.500000,24.000000,23.354166,23.366667,8.185529,528000
1996-10-30,23.366667,23.366667,23.366667,23.366667,8.185529,0
1996-10-31,22.666666,24.579166,22.666666,24.037500,8.420527,622800
1996-11-01,23.500000,24.166666,23.500000,23.833332,8.349000,621600
1996-11-04,23.170834,23.170834,23.125000,23.166666,8.115463,7200
1996-11-05,22.916666,23.083332,22.916666,22.937500,8.035187,7200
1996-11-06,22.833332,22.833332,22.833332,22.833332,7.998697,1200
1996-11-07,22.833332,22.833332,22.833332,22.833332,7.998697,0
1996-11-08,23.745832,23.745832,22.916666,22.916666,8.027887,2400
1996-11-11,23.424999,23.424999,23.250000,23.250000,8.144658,2400
1996-11-12,23.250000,23.250000,23.250000,23.250000,8.144658,0
1996-11-13,23.166666,23.579166,23.166666,23.579166,8.259968,4800
1996-11-14,23.250000,23.500000,23.250000,23.500000,8.232235,10800
1996-11-15,23.375000,23.750000,23.375000,23.750000,8.319812,7200
1996-11-18,23.750000,23.750000,23.708332,23.750000,8.319812,7200
1996-11-19,24.975000,24.975000,22.670834,23.820833,8.344624,32400
1996-11-20,23.750000,23.754166,23.750000,23.750000,8.319812,4800
1996-11-21,23.341665,24.333332,23.337500,24.333332,8.524158,1503600
1996-11-22,23.666666,24.270832,23.666666,23.733334,8.313971,3607200
1996-11-25,23.666666,24.120832,23.420834,23.995832,8.405928,14400
1996-11-26,23.504166,23.912500,23.504166,23.912500,8.376736,10800
1996-11-27,23.912500,23.912500,23.912500,23.912500,8.376736,0
1996-11-28,23.750000,23.750000,23.000000,23.000000,8.057078,52800
1996-11-29,23.000000,23.000000,22.833332,22.833332,7.998697,8400
1996-12-02,22.916666,23.333332,22.666666,23.333332,8.173848,1159200
1996-12-03,22.916666,23.200001,22.916666,22.924999,8.030807,108000
1996-12-04,21.750000,22.325001,21.666666,21.666666,7.590002,20400
1996-12-05,23.083332,23.083332,21.666666,22.083332,7.735965,1003200
1996-12-06,23.500000,23.500000,22.216665,22.250000,7.794350,13200
1996-12-09,21.920834,22.500000,21.920834,22.279165,7.804566,6000
1996-12-10,22.166666,22.791666,22.166666,22.791666,7.984097,32400
1996-12-11,23.083332,23.083332,22.604166,22.604166,7.918416,3600
1996-12-12,22.504166,22.504166,22.504166,22.504166,7.883386,4800
1996-12-13,22.125000,22.708332,22.125000,22.708332,7.954906,4800
1996-12-16,22.912500,22.916666,22.833332,22.833332,7.998697,3600
1996-12-17,22.754166,22.916666,22.337500,22.737499,7.965128,16800
1996-12-18,23.333332,24.166666,23.333332,23.775000,8.328569,15600
1996-12-19,22.775000,24.166666,22.775000,23.979166,8.400091,6000
1996-12-20,24.166666,24.166666,24.000000,24.041666,8.421984,9600
1996-12-23,24.891666,24.891666,24.583332,24.583332,8.611733,2400
1996-12-24,24.583332,24.583332,24.583332,24.583332,8.611733,0
1996-12-25,24.583332,24.583332,24.583332,24.583332,8.611733,0
1996-12-26,24.250000,24.250000,24.250000,24.250000,8.494966,9600
1996-12-27,24.250000,24.250000,24.250000,24.250000,8.494966,0
1996-12-30,24.250000,24.250000,24.250000,24.250000,8.494966,0
1996-12-31,23.920834,24.083332,23.920834,23.958332,8.392792,6000
1997-01-01,23.958332,23.958332,23.958332,23.958332,8.392792,0
1997-01-02,23.670834,24.491667,23.587500,23.837500,8.350461,4800
1997-01-03,23.750000,23.995832,23.750000,23.833332,8.349000,14400
1997-01-06,24.375000,24.375000,24.333332,24.375000,8.538756,7200
1997-01-07,24.162500,24.250000,24.083332,24.141666,8.457016,20400
1997-01-08,24.416666,25.833332,24.416666,25.445833,8.913874,24000
1997-01-09,25.325001,25.333332,25.208332,25.333332,8.874468,9600
1997-01-10,25.833332,25.854166,25.666666,25.666666,8.991234,18000
1997-01-13,25.416666,26.041666,25.416666,25.929167,9.083190,260400
1997-01-14,25.587500,26.375000,25.587500,26.250000,9.195582,151200
1997-01-15,26.250000,28.087500,26.250000,27.683332,9.697691,28800
1997-01-16,28.916666,29.583332,27.920834,29.275000,10.255261,159600
1997-01-17,28.333332,29.583332,28.333332,29.400000,10.299050,98400
1997-01-20,29.166666,29.333332,29.004166,29.212500,10.233369,19200
1997-01-21,29.166666,29.583332,29.000000,29.291666,10.261103,32400
1997-01-22,29.583332,29.916666,28.795834,29.837500,10.452309,45600
1997-01-23,29.837500,29.837500,29.837500,29.837500,10.452309,0
1997-01-24,27.929167,30.833332,27.929167,30.833332,10.801160,42000
1997-01-27,30.750000,32.075001,30.275000,31.416666,11.005505,193200
1997-01-28,31.587500,32.312500,31.166666,31.458332,11.020102,938400
1997-01-29,31.833332,31.833332,30.608334,30.766666,10.777805,13200
1997-01-30,30.833332,30.833332,30.154165,30.416666,10.655200,538800
1997-01-31,30.000000,30.833332,29.583332,29.583332,10.363274,22800
1997-02-03,29.166666,29.187500,29.154165,29.154165,10.212936,8400
1997-02-04,28.500000,28.833332,28.500000,28.779165,10.081568,304800
1997-02-05,29.583332,29.583332,28.820833,29.416666,10.304888,10800
1997-02-06,29.908333,29.908333,29.125000,29.325001,10.272777,609600
1997-02-07,29.562500,29.562500,29.270832,29.270832,10.253800,6000
1997-02-10,29.495832,29.500000,28.416666,29.041666,10.173523,540000
1997-02-11,29.833332,30.416666,29.004166,29.791666,10.436258,357600
1997-02-12,29.562500,31.666666,29.562500,31.375000,10.990911,2686800
1997-02-13,30.833332,31.912500,30.833332,31.837500,11.152928,2139600
1997-02-14,30.850000,32.166664,30.850000,32.129166,11.255098,1038000
1997-02-17,31.762501,32.187500,31.720833,32.041664,11.224448,48000
1997-02-18,32.166664,32.166664,31.549999,31.720833,11.112058,60000
1997-02-19,31.795834,32.000000,31.658333,31.775000,11.131029,658800
1997-02-20,31.695833,31.812500,31.687500,31.687500,11.100379,4800
1997-02-21,31.750000,31.750000,31.379166,31.462500,11.021564,646800
1997-02-24,30.250000,30.375000,29.916666,29.916666,10.480042,19200
1997-02-25,30.000000,30.166666,29.508333,29.508333,10.337002,19200
1997-02-26,29.754166,30.125000,29.754166,30.041666,10.523829,9600
1997-02-27,30.329166,30.662500,30.250000,30.416666,10.655200,20400
1997-02-28,32.416664,32.491665,30.833332,31.687500,11.100379,150000
1997-03-03,33.145832,34.158333,33.129166,33.279167,11.657951,182400
1997-03-04,32.504166,33.145832,32.287498,32.766666,11.478419,56400
1997-03-05,33.500000,33.708332,32.500000,32.516666,11.390845,146400
1997-03-06,32.500000,32.991665,32.166664,32.166664,11.268233,758400
1997-03-07,32.166664,32.166664,32.166664,32.166664,11.268233,0
1997-03-10,30.583332,31.087500,30.583332,30.833332,10.801160,14400
1997-03-11,28.750000,31.245832,28.750000,30.204166,10.580756,45600
1997-03-12,30.504166,30.833332,30.504166,30.833332,10.801160,7200
1997-03-13,31.041666,31.250000,30.750000,30.779165,10.782185,453600
1997-03-14,30.833332,31.916666,30.833332,31.754166,11.123731,184800
1997-03-17,31.166666,32.895832,31.166666,31.916666,11.180660,109200
1997-03-18,31.666666,32.083332,31.191666,32.083332,11.239043,703200
1997-03-19,31.666666,32.083332,31.441666,31.441666,11.014259,1578000
1997-03-20,31.004166,31.500000,31.000000,31.412500,11.004046,7200
1997-03-21,31.416666,31.416666,31.208332,31.208332,10.932522,3600
1997-03-24,31.208332,31.208332,31.208332,31.208332,10.932522,0
1997-03-25,31.250000,31.500000,30.608334,31.108334,10.897496,424800
1997-03-26,31.416666,31.666666,31.416666,31.666666,11.093081,3304800
1997-03-27,31.916666,32.083332,31.670834,31.670834,11.094542,70800
1997-03-28,31.670834,31.670834,31.670834,31.670834,11.094542,0
1997-03-31,29.591665,31.833332,29.579166,30.704166,10.755910,67200
1997-04-01,30.416666,31.500000,30.416666,30.829166,10.799702,16800
1997-04-02,31.250000,31.666666,31.004166,31.625000,11.078488,488400
1997-04-03,31.916666,32.500000,31.750000,32.208332,11.282829,1141200
1997-04-04,31.791666,32.000000,31.666666,31.854166,11.158760,162000
1997-04-07,31.583332,31.658333,31.250000,31.341665,10.979232,12000
1997-04-08,31.341665,31.341665,31.341665,31.341665,10.979232,0
1997-04-09,31.520832,32.333332,31.500000,32.187500,11.275536,20400
1997-04-10,32.250000,32.250000,31.754166,32.058334,11.230286,9600
1997-04-11,31.583332,31.791666,31.437500,31.758333,11.125193,205200
1997-04-14,31.758333,31.758333,31.758333,31.758333,11.125193,0
1997-04-15,31.666666,32.000000,31.458332,31.666666,11.093081,21600
1997-04-16,31.666666,31.666666,31.666666,31.666666,11.093081,0
1997-04-17,31.895832,31.895832,31.500000,31.500000,11.034697,2400
1997-04-18,31.500000,31.500000,31.500000,31.500000,11.034697,0
1997-04-21,31.666666,31.833332,31.500000,31.500000,11.034697,1327200
1997-04-22,31.333332,31.662500,31.333332,31.337500,10.977771,16800
1997-04-23,31.950001,32.000000,31.674999,31.674999,11.096005,15600
1997-04-24,31.458332,31.458332,31.170834,31.366667,10.987991,105600
1997-04-25,30.941666,31.666666,30.941666,31.312500,10.969013,124800
1997-04-28,31.333332,31.666666,31.333332,31.533333,11.046375,24000
1997-04-29,31.270832,32.070831,30.916666,31.633333,11.081404,1350000
1997-04-30,31.662500,32.083332,31.654165,31.941666,11.189416,224400
1997-05-01,31.941666,31.941666,31.941666,31.941666,11.189416,0
1997-05-02,32.000000,32.187500,32.000000,32.125000,11.253640,38400
1997-05-05,32.079166,32.541664,31.833332,32.487499,11.380626,63600
1997-05-06,32.729164,32.833332,32.516666,32.737499,11.468202,3229200
1997-05-07,32.670834,34.708332,32.670834,34.008331,11.913386,338400
1997-05-08,34.020832,35.000000,33.833332,34.858334,12.211147,178800
1997-05-09,34.916664,34.916664,34.166664,34.254166,11.999502,58800
1997-05-12,34.250000,35.416664,34.166664,34.250000,11.998044,5090400
1997-05-13,34.500000,34.849998,34.083332,34.245834,11.996586,1810800
1997-05-14,34.333332,34.458332,34.104164,34.450001,12.068108,42000
1997-05-15,34.583332,34.641666,33.750000,34.216667,11.986368,1230000
1997-05-16,33.750000,33.750000,33.545834,33.545834,11.751369,596400
1997-05-19,34.020832,34.020832,33.504166,33.520832,11.742612,43200
1997-05-20,33.583332,33.916664,33.333332,33.887501,11.871059,186000
1997-05-21,33.750000,34.583332,33.333332,34.158333,11.965929,3076800
1997-05-22,34.083332,34.583332,33.683334,33.837502,11.853539,2221200
1997-05-23,33.833332,34.000000,33.750000,33.924999,11.884191,150000
1997-05-26,33.841667,34.162498,33.250000,34.016666,11.916304,3837600
1997-05-27,33.629166,33.916664,33.337502,33.562500,11.757209,2239200
1997-05-28,33.829166,33.829166,33.166664,33.295834,11.663790,51600
1997-05-29,33.083332,33.333332,32.937500,33.154167,11.614161,252000
1997-05-30,33.104164,33.416664,33.083332,33.333332,11.676927,1251600
1997-06-02,33.333332,33.416664,33.125000,33.333332,11.676927,446400
1997-06-03,33.375000,33.416664,32.166664,32.250000,11.297432,408000
1997-06-04,32.912498,32.958332,32.333332,32.870834,11.514911,4536000
1997-06-05,32.500000,32.916664,32.500000,32.541664,11.399598,1207200
1997-06-06,32.500000,32.500000,32.341667,32.420834,11.357272,128400
1997-06-09,32.083332,32.250000,32.000000,32.000000,11.209851,19200
1997-06-10,31.916666,33.325001,31.916666,32.608334,11.422951,2390400
1997-06-11,34.000000,34.412498,33.583332,34.166664,11.968851,1424400
1997-06-12,34.333332,34.791664,34.166664,34.283333,12.009721,176400
1997-06-13,34.491665,35.833332,34.333332,35.616665,12.476800,2899200
1997-06-16,36.166664,37.083332,35.424999,36.516666,12.792074,2865600
1997-06-17,36.245834,36.937500,36.000000,36.833332,12.903005,3063600
1997-06-18,37.083332,38.750000,37.083332,37.250000,13.048968,258000
1997-06-19,36.916664,37.083332,36.666664,36.733334,12.867973,129600
1997-06-20,36.833332,37.083332,36.595833,36.812500,12.895709,168000
1997-06-23,37.333332,37.583332,37.000000,37.229164,13.139829,106800
1997-06-24,37.500000,37.658333,37.424999,37.487499,13.231007,108000
1997-06-25,37.500000,37.666664,37.270832,37.366665,13.188358,2548800
1997-06-26,37.229164,37.333332,36.666664,36.862499,13.010414,298800
1997-06-27,36.670834,36.924999,36.541664,36.837502,13.001594,301200
1997-06-30,36.645832,38.666664,36.645832,38.004166,13.413357,676800
1997-07-01,39.333332,39.333332,37.650002,37.741665,13.320710,1140000
1997-07-02,38.083332,38.583332,37.729164,38.420834,13.560419,693600
1997-07-03,38.083332,38.875000,38.083332,38.145832,13.463359,1201200
1997-07-04,37.916664,38.091667,37.504166,37.758331,13.326593,320400
1997-07-07,37.750000,38.041664,37.591667,37.670834,13.295711,86400
1997-07-08,37.504166,37.666664,37.258331,37.404167,13.201596,82800
1997-07-09,37.500000,37.750000,37.208332,37.500000,13.235417,232800
1997-07-10,37.833332,38.333332,37.437500,37.591667,13.267769,814800
